Posição,Frequência,Porcentagem (%)
Ret,4,20.0
13,3,15.0
9,3,15.0
6,2,10.0
14,2,10.0
10,1,5.0
5,1,5.0
11,1,5.0
4,1,5.0
18,1,5.0
3,1,5.0
