Posição,Frequência,Porcentagem (%)
Ret,5,26.32
5,3,15.79
9,2,10.53
8,2,10.53
6,2,10.53
12,1,5.26
4,1,5.26
17,1,5.26
7,1,5.26
15,1,5.26
