Posição,Frequência,Porcentagem (%)
13,5,26.32
17,3,15.79
12,2,10.53
10,2,10.53
15,2,10.53
16,1,5.26
3,1,5.26
8,1,5.26
Ret,1,5.26
11,1,5.26
