Posição,Frequência,Porcentagem (%)
9,3,15.79
Ret,3,15.79
17,2,10.53
11,2,10.53
12,2,10.53
10,2,10.53
3,1,5.26
8,1,5.26
5,1,5.26
15,1,5.26
13,1,5.26
