Posição,Frequência,Porcentagem (%)
8,4,23.53
Ret,4,23.53
9,2,11.76
14,1,5.88
6,1,5.88
13,1,5.88
5,1,5.88
7,1,5.88
11,1,5.88
2,1,5.88
