Posição,Frequência,Porcentagem (%)
Ret,4,21.05
16,3,15.79
13,2,10.53
14,2,10.53
17,2,10.53
18,2,10.53
15,1,5.26
NC,1,5.26
DNS,1,5.26
12,1,5.26
