Posição,Frequência,Porcentagem (%)
4,6,27.27
8,3,13.64
5,3,13.64
6,2,9.09
7,2,9.09
DNS,1,4.55
16,1,4.55
2,1,4.55
Ret,1,4.55
15,1,4.55
10,1,4.55
