Posição,Frequência,Porcentagem (%)
Ret,4,25.0
9,2,12.5
13,2,12.5
EX,1,6.25
12,1,6.25
18,1,6.25
DSQ,1,6.25
14,1,6.25
DNQ,1,6.25
10,1,6.25
11,1,6.25
