Posição,Frequência,Porcentagem (%)
12,5,25.0
7,3,15.0
10,2,10.0
11,2,10.0
6,1,5.0
14,1,5.0
Ret,1,5.0
8,1,5.0
4,1,5.0
9,1,5.0
15,1,5.0
19,1,5.0
