Posição,Frequência,Porcentagem (%)
Ret,4,21.05
1,3,15.79
-,2,10.53
7,2,10.53
6,1,5.26
4,1,5.26
5,1,5.26
DSQ,1,5.26
DNS,1,5.26
2,1,5.26
3,1,5.26
14,1,5.26
