Posição,Frequência,Porcentagem (%)
Ret,4,21.05
DSQ,2,10.53
-,2,10.53
12,2,10.53
16,2,10.53
14,1,5.26
WD,1,5.26
DNS,1,5.26
11,1,5.26
8,1,5.26
9,1,5.26
10,1,5.26
