Posição,Frequência,Porcentagem (%)
Ret,5,26.32
4,4,21.05
5,2,10.53
6,2,10.53
1,1,5.26
12,1,5.26
DNS,1,5.26
9,1,5.26
3,1,5.26
2,1,5.26
