Posição,Frequência,Porcentagem (%)
16,5,25.0
17,4,20.0
19,3,15.0
Ret,2,10.0
18,1,5.0
13,1,5.0
DNS,1,5.0
14,1,5.0
15,1,5.0
11,1,5.0
