Posição,Frequência,Porcentagem (%)
Ret,4,21.05
-,4,21.05
6,2,10.53
2,2,10.53
3,1,5.26
10,1,5.26
DNS,1,5.26
14,1,5.26
12,1,5.26
11,1,5.26
WD,1,5.26
