Posição,Frequência,Porcentagem (%)
6,4,19.05
Ret,3,14.29
8,3,14.29
5,3,14.29
19,1,4.76
14,1,4.76
7,1,4.76
11,1,4.76
12,1,4.76
13,1,4.76
3,1,4.76
10,1,4.76
