Posição,Frequência,Porcentagem (%)
5,4,21.05
Ret,3,15.79
-,2,10.53
3,2,10.53
8,2,10.53
11,1,5.26
DSQ,1,5.26
10,1,5.26
DNS,1,5.26
4,1,5.26
7,1,5.26
