Posição,Frequência,Porcentagem (%)
11,3,13.64
12,3,13.64
15,3,13.64
13,2,9.09
Ret,2,9.09
10,2,9.09
8,2,9.09
17,1,4.55
18,1,4.55
WD,1,4.55
-,1,4.55
14,1,4.55
