Posição,Frequência,Porcentagem (%)
6,4,21.05
8,3,15.79
12,2,10.53
4,2,10.53
7,2,10.53
3,2,10.53
5,1,5.26
9,1,5.26
Ret,1,5.26
WD,1,5.26
