Posição,Frequência,Porcentagem (%)
8,4,18.18
6,3,13.64
9,3,13.64
Ret,2,9.09
10,2,9.09
13,2,9.09
17,1,4.55
7,1,4.55
4,1,4.55
11,1,4.55
16,1,4.55
3,1,4.55
