Posição,Frequência,Porcentagem (%)
10,6,31.58
11,2,10.53
9,2,10.53
14,2,10.53
Ret,2,10.53
7,1,5.26
4,1,5.26
DNS,1,5.26
8,1,5.26
6,1,5.26
