Posição,Frequência,Porcentagem (%)
13,3,14.29
Ret,2,9.52
5,2,9.52
10,2,9.52
6,2,9.52
9,2,9.52
8,2,9.52
11,1,4.76
7,1,4.76
16,1,4.76
18,1,4.76
DSQ,1,4.76
15,1,4.76
