Posição,Frequência,Porcentagem (%)
9,6,27.27
Ret,3,13.64
14,3,13.64
13,2,9.09
7,2,9.09
10,2,9.09
1,1,4.55
8,1,4.55
5,1,4.55
4,1,4.55
