Posição,Frequência,Porcentagem (%)
10,3,15.79
12,3,15.79
11,2,10.53
13,2,10.53
8,2,10.53
Ret,1,5.26
18,1,5.26
14,1,5.26
15,1,5.26
7,1,5.26
6,1,5.26
9,1,5.26
