Posição,Frequência,Porcentagem (%)
14,6,28.57
17,4,19.05
Ret,2,9.52
12,2,9.52
13,2,9.52
8,1,4.76
11,1,4.76
9,1,4.76
15,1,4.76
18,1,4.76
