Posição,Frequência,Porcentagem (%)
12,4,21.05
10,3,15.79
14,3,15.79
9,2,10.53
Ret,2,10.53
8,1,5.26
4,1,5.26
5,1,5.26
6,1,5.26
7,1,5.26
