Posição,Frequência,Porcentagem (%)
14,3,15.0
19,3,15.0
18,3,15.0
17,2,10.0
16,2,10.0
Ret,1,5.0
DNS,1,5.0
22,1,5.0
21,1,5.0
15,1,5.0
12,1,5.0
20,1,5.0
