Posição,Frequência,Porcentagem (%)
Ret,4,23.53
11,2,11.76
14,2,11.76
13,2,11.76
9,1,5.88
7,1,5.88
3,1,5.88
10,1,5.88
4,1,5.88
12,1,5.88
-,1,5.88
