Posição,Frequência,Porcentagem (%)
Ret,3,16.67
6,2,11.11
8,2,11.11
13,2,11.11
7,2,11.11
5,2,11.11
4,1,5.56
10,1,5.56
3,1,5.56
9,1,5.56
16,1,5.56
