Posição,Frequência,Porcentagem (%)
5,4,22.22
Ret,3,16.67
4,2,11.11
10,2,11.11
3,1,5.56
12,1,5.56
8,1,5.56
9,1,5.56
1,1,5.56
2,1,5.56
7,1,5.56
