Posição,Frequência,Porcentagem (%)
Ret,5,26.32
13,3,15.79
14,2,10.53
16,2,10.53
17,1,5.26
11,1,5.26
5,1,5.26
18,1,5.26
NC,1,5.26
19,1,5.26
12,1,5.26
