Posição,Frequência,Porcentagem (%)
11,4,21.05
Ret,3,15.79
13,2,10.53
12,2,10.53
4,1,5.26
9,1,5.26
DNS,1,5.26
8,1,5.26
14,1,5.26
15,1,5.26
6,1,5.26
10,1,5.26
