Posição,Frequência,Porcentagem (%)
14,4,18.18
Ret,4,18.18
17,3,13.64
16,2,9.09
12,2,9.09
11,1,4.55
8,1,4.55
2,1,4.55
9,1,4.55
10,1,4.55
15,1,4.55
13,1,4.55
