Posição,Frequência,Porcentagem (%)
9,4,19.05
13,4,19.05
12,3,14.29
14,2,9.52
Ret,2,9.52
16,1,4.76
4,1,4.76
17,1,4.76
10,1,4.76
11,1,4.76
19,1,4.76
