Posição,Frequência,Porcentagem (%)
Ret,4,25.0
3,2,12.5
4,2,12.5
-,2,12.5
11,1,6.25
10,1,6.25
16,1,6.25
2,1,6.25
8,1,6.25
6,1,6.25
