Posição,Frequência,Porcentagem (%)
Ret,5,23.81
11,3,14.29
13,3,14.29
12,2,9.52
14,2,9.52
4,1,4.76
18,1,4.76
7,1,4.76
6,1,4.76
9,1,4.76
10,1,4.76
