Posição,Frequência,Porcentagem (%)
Ret,5,26.32
20,3,15.79
22,2,10.53
23,2,10.53
DNQ,1,5.26
16,1,5.26
13,1,5.26
18,1,5.26
19,1,5.26
21,1,5.26
-,1,5.26
