Posição,Frequência,Porcentagem (%)
Ret,4,21.05
12,2,10.53
5,2,10.53
8,2,10.53
9,2,10.53
11,1,5.26
7,1,5.26
10,1,5.26
6,1,5.26
17,1,5.26
16,1,5.26
13,1,5.26
