Posição,Frequência,Porcentagem (%)
5,4,21.05
7,3,15.79
Ret,3,15.79
8,2,10.53
3,2,10.53
11,1,5.26
2,1,5.26
4,1,5.26
6,1,5.26
9,1,5.26
