Posição,Frequência,Porcentagem (%)
Ret,3,17.65
15,3,17.65
12,2,11.76
16,2,11.76
14,2,11.76
13,1,5.88
8,1,5.88
17,1,5.88
6,1,5.88
18,1,5.88
