Posição,Frequência,Porcentagem (%)
12,5,26.32
Ret,5,26.32
10,1,5.26
8,1,5.26
6,1,5.26
14,1,5.26
18,1,5.26
13,1,5.26
17,1,5.26
16,1,5.26
15,1,5.26
