Posição,Frequência,Porcentagem (%)
Ret,5,27.78
8,2,11.11
12,2,11.11
9,2,11.11
10,1,5.56
14,1,5.56
3,1,5.56
7,1,5.56
11,1,5.56
5,1,5.56
15,1,5.56
