Posição,Frequência,Porcentagem (%)
Ret,7,35.0
7,3,15.0
6,2,10.0
3,2,10.0
4,1,5.0
2,1,5.0
18,1,5.0
-,1,5.0
19,1,5.0
9,1,5.0
