Posição,Frequência,Porcentagem (%)
Ret,4,23.53
4,3,17.65
2,1,5.88
11,1,5.88
3,1,5.88
14,1,5.88
8,1,5.88
6,1,5.88
7,1,5.88
5,1,5.88
10,1,5.88
13,1,5.88
