Posição,Frequência,Porcentagem (%)
Ret,5,26.32
13,3,15.79
11,2,10.53
7,1,5.26
15,1,5.26
17,1,5.26
14,1,5.26
10,1,5.26
5,1,5.26
9,1,5.26
16,1,5.26
6,1,5.26
