Posição,Frequência,Porcentagem (%)
6,4,18.18
7,3,13.64
Ret,3,13.64
10,2,9.09
11,2,9.09
5,2,9.09
4,2,9.09
17,1,4.55
3,1,4.55
9,1,4.55
13,1,4.55
