Posição,Frequência,Porcentagem (%)
3,5,27.78
1,2,11.11
2,2,11.11
9,2,11.11
Ret,2,11.11
8,1,5.56
4,1,5.56
6,1,5.56
18,1,5.56
15,1,5.56
