Posição,Frequência,Porcentagem (%)
13,3,14.29
10,3,14.29
7,2,9.52
Ret,2,9.52
8,2,9.52
12,2,9.52
9,2,9.52
17,1,4.76
14,1,4.76
5,1,4.76
DSQ,1,4.76
15,1,4.76
