Posição,Frequência,Porcentagem (%)
Ret,4,21.05
16,2,10.53
21,2,10.53
19,2,10.53
15,2,10.53
17,2,10.53
18,2,10.53
NC,1,5.26
DNS,1,5.26
20,1,5.26
