Posição,Frequência,Porcentagem (%)
Ret,4,19.05
6,3,14.29
14,3,14.29
7,2,9.52
12,2,9.52
11,2,9.52
18,1,4.76
9,1,4.76
4,1,4.76
DSQ,1,4.76
8,1,4.76
