Posição,Frequência,Porcentagem (%)
8,3,14.29
6,3,14.29
11,2,9.52
7,2,9.52
14,2,9.52
9,2,9.52
Ret,1,4.76
5,1,4.76
10,1,4.76
4,1,4.76
16,1,4.76
2,1,4.76
18,1,4.76
