Posição,Frequência,Porcentagem (%)
13,4,19.05
17,3,14.29
14,2,9.52
Ret,2,9.52
15,2,9.52
6,1,4.76
7,1,4.76
19,1,4.76
8,1,4.76
12,1,4.76
9,1,4.76
18,1,4.76
11,1,4.76
