Posição,Frequência,Porcentagem (%)
Ret,4,21.05
7,3,15.79
4,2,10.53
6,2,10.53
8,2,10.53
11,1,5.26
DNS,1,5.26
10,1,5.26
13,1,5.26
15,1,5.26
9,1,5.26
