Posição,Frequência,Porcentagem (%)
Ret,3,16.67
7,3,16.67
8,3,16.67
12,2,11.11
9,2,11.11
5,1,5.56
4,1,5.56
6,1,5.56
10,1,5.56
14,1,5.56
