Posição,Frequência,Porcentagem (%)
2,5,26.32
5,3,15.79
1,2,10.53
3,2,10.53
4,2,10.53
Ret,1,5.26
8,1,5.26
7,1,5.26
6,1,5.26
11,1,5.26
